,player,team,age,pts_per_poss,fgm,fga,fgpct,three_pm,three_pa,three_ppct,ftm,fta,ftpct,oreb,dreb,reb,ast,tov,stl,blk,pf,fp,ddtwo_,tdthree_,plus_minus,fgm_less_than_5ft,fga_less_than_5ft,fgpct_less_than_5ft,fgm_5minus9_ft,fga_5minus9_ft,fgpct_5minus9_ft,fgm_10minus14_ft,fga_10minus14_ft,fgpct_10minus14_ft,fgm_15minus19_ft,fga_15minus19_ft,fgpct_15minus19_ft,fgm_two_0minustwo_4_ft,fga_two_0minustwo_4_ft,fgpct_two_0minustwo_4_ft,fgm_two_5minustwo_9_ft,fga_two_5minustwo_9_ft,fgpct_two_5minustwo_9_ft,pts,touches,front_ct_touches,time_of_poss,avg_sec_per_touch,avg_drib_per_touch,pts_per_touch,elbow_touches,post_ups,paint_touches,pts_per_elbow_touch,pts_per_post_touch,pts_per_paint_touch
402,daniel gafford,WAS,24,0.202,0.083,0.114,72.6,0.0,0.0,0.0,0.035,0.054,65.7,0.048,0.08,0.128,0.024,0.025,0.01,0.03,0.056,0.487,9,0,-0.026,3.1,3.9,79.2,0.4,0.8,45.9,0.0,0.1,60.0,0.0,0.1,33.3,0.0,0.0,0.0,0.0,0.0,0.0,8.6,28.6,16.0,0.7,1.5,0.35,0.301,2.0,0.4,5.4,0.612,0.545,1.165
403,delon wright,WAS,30,0.144,0.054,0.114,47.2,0.017,0.047,35.0,0.02,0.023,86.0,0.023,0.046,0.07,0.077,0.018,0.037,0.007,0.024,0.457,0,0,0.021,1.4,1.9,72.3,0.2,0.9,23.9,0.1,0.3,46.7,0.1,0.2,50.0,0.3,0.8,32.5,0.6,1.5,40.5,7.3,46.6,18.5,3.9,5.01,4.49,0.156,0.3,0.0,1.2,0.625,0.0,0.586
404,robin lopez,CLE,35,0.176,0.075,0.114,65.6,0.004,0.006,66.7,0.022,0.03,75.0,0.039,0.047,0.086,0.026,0.041,0.002,0.011,0.067,0.317,0,0,-0.086,0.6,0.8,80.8,0.5,1.0,50.0,0.0,0.0,0.0,0.0,0.0,100,0.1,0.1,100,0.0,0.1,50.0,2.7,8.1,5.2,0.3,2.17,0.9,0.333,1.0,0.6,1.8,0.543,0.8,0.71
405,omer yurtseven,MIA,24,0.152,0.063,0.114,55.6,0.0,0.013,0.0,0.025,0.038,66.7,0.051,0.063,0.114,0.0,0.013,0.013,0.013,0.076,0.352,0,0,-0.203,0.7,1.0,66.7,0.2,0.3,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,2.0,8.3,5.3,0.2,1.67,0.52,0.24,0.5,0.5,2.0,1.0,0.667,1.0
406,jalen duren,DET,19,0.173,0.073,0.114,63.9,0.0,0.001,0.0,0.028,0.046,60.0,0.067,0.101,0.169,0.022,0.024,0.013,0.017,0.052,0.474,17,0,-0.079,3.3,4.8,69.4,0.3,0.7,37.0,0.1,0.3,52.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9,35.0,16.2,0.9,1.59,0.49,0.254,1.9,0.9,7.9,0.531,0.571,0.915
407,blake griffin,BOS,34,0.148,0.055,0.114,48.4,0.019,0.056,34.4,0.019,0.029,65.6,0.038,0.09,0.128,0.048,0.018,0.012,0.005,0.063,0.408,0,0,0.078,0.9,1.5,63.6,0.1,0.2,57.1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.8,30.0,0.3,0.8,40.0,4.4,21.0,12.7,0.6,1.64,0.61,0.208,1.2,0.4,2.3,0.628,0.571,0.774
408,jt thor,CHA,20,0.125,0.047,0.114,41.0,0.018,0.057,30.8,0.014,0.022,65.9,0.019,0.052,0.072,0.017,0.021,0.012,0.011,0.034,0.283,0,0,-0.08,0.5,0.9,55.2,0.2,0.3,60.0,0.1,0.3,36.8,0.0,0.0,33.3,0.4,1.1,40.0,0.1,0.6,15.0,3.5,17.4,8.9,0.4,1.53,0.58,0.2,0.3,0.1,0.9,0.235,0.5,0.789
409,jeff dowtin jr,TOR,25,0.121,0.05,0.113,44.6,0.01,0.032,31.3,0.01,0.014,71.4,0.012,0.034,0.046,0.06,0.01,0.016,0.004,0.026,0.317,0,0,-0.014,0.4,0.6,60.0,0.3,0.5,70.0,0.0,0.2,0.0,0.1,0.3,33.3,0.2,0.5,41.7,0.1,0.3,25.0,2.6,17.2,8.2,1.1,3.84,3.49,0.152,0.3,0.0,0.4,0.667,0.0,0.667
410,moussa diabate,LAC,21,0.139,0.056,0.112,50.0,0.002,0.005,50.0,0.024,0.039,62.5,0.076,0.044,0.12,0.01,0.022,0.017,0.02,0.037,0.386,0,0,-0.049,1.0,1.9,51.4,0.2,0.3,60.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.1,50.0,0.0,0.0,0.0,2.7,8.3,4.8,0.3,1.92,0.82,0.326,0.7,0.1,2.2,0.143,0.667,0.745
411,theo pinson,DAL,27,0.118,0.037,0.112,32.8,0.028,0.081,34.1,0.017,0.02,81.8,0.015,0.064,0.079,0.057,0.018,0.007,0.002,0.05,0.308,0,0,-0.079,0.1,0.3,30.0,0.0,0.2,20.0,0.0,0.1,50.0,0.0,0.0,0.0,0.2,0.4,50.0,0.3,1.0,29.0,1.7,12.9,5.9,0.5,2.55,1.44,0.131,0.1,0.0,0.3,0.6,0.0,0.273
412,bismack biyombo,PHX,30,0.142,0.064,0.112,57.5,0.0,0.0,0.0,0.013,0.039,33.8,0.05,0.096,0.146,0.031,0.029,0.01,0.047,0.065,0.507,3,0,0.017,1.4,2.1,69.7,0.4,1.0,36.8,0.1,0.3,41.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,23.5,13.7,0.6,1.56,0.47,0.181,2.5,0.9,5.0,0.401,0.388,0.661
413,grant williams,BOS,24,0.153,0.051,0.112,45.9,0.028,0.069,40.2,0.022,0.028,78.4,0.02,0.066,0.086,0.031,0.019,0.01,0.007,0.046,0.335,3,0,0.049,0.8,1.3,63.0,0.3,0.7,48.1,0.1,0.3,40.0,0.0,0.1,25.0,0.8,1.8,42.0,0.7,1.9,39.6,8.3,30.2,16.4,0.9,1.8,0.76,0.275,0.6,0.1,1.6,0.419,0.5,0.702
414,vit krejci,ATL,22,0.115,0.047,0.111,42.4,0.017,0.064,26.3,0.003,0.007,50.0,0.01,0.051,0.061,0.047,0.014,0.01,0.003,0.051,0.286,0,0,0.02,0.3,0.5,63.6,0.1,0.1,100,0.0,0.1,0.0,0.1,0.1,100,0.2,0.4,50.0,0.0,0.5,9.1,1.3,6.1,4.1,0.2,2.11,1.37,0.214,0.1,0.0,0.3,0.333,0.0,0.667
415,bryce mcgowens,CHA,20,0.128,0.041,0.111,37.2,0.015,0.045,33.3,0.03,0.041,73.3,0.012,0.041,0.053,0.031,0.023,0.008,0.004,0.029,0.251,0,0,-0.1,0.8,1.5,49.2,0.2,0.5,30.0,0.0,0.2,12.5,0.0,0.1,0.0,0.3,0.8,37.5,0.3,0.9,29.4,4.2,16.5,10.7,0.6,2.28,1.39,0.255,0.1,0.0,0.5,0.0,0.0,0.75
416,mason plumlee,LAC,33,0.196,0.075,0.111,67.6,0.0,0.0,0.0,0.046,0.073,63.3,0.053,0.109,0.162,0.057,0.027,0.011,0.011,0.049,0.513,23,0,-0.066,3.8,5.3,72.5,0.2,0.6,33.3,0.1,0.1,45.5,0.1,0.1,60.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,41.6,25.1,1.5,2.2,1.0,0.264,2.8,1.6,7.2,0.46,0.483,0.868
417,christian braun,DEN,21,0.141,0.056,0.111,50.2,0.014,0.038,38.6,0.015,0.025,60.0,0.019,0.054,0.072,0.024,0.013,0.014,0.007,0.042,0.316,0,0,-0.05,1.1,1.7,66.1,0.2,0.4,35.7,0.0,0.1,37.5,0.0,0.1,0.0,0.3,0.7,42.6,0.2,0.6,35.0,4.4,17.0,9.9,0.6,2.12,1.21,0.257,0.3,0.0,0.9,0.739,0.0,0.661
418,amir coffey,LAC,25,0.131,0.043,0.11,38.6,0.008,0.03,27.5,0.037,0.048,77.8,0.013,0.027,0.04,0.04,0.016,0.005,0.004,0.038,0.251,0,0,-0.085,0.6,1.1,55.1,0.2,0.7,27.6,0.2,0.4,43.8,0.1,0.3,30.0,0.1,0.6,24.0,0.1,0.3,33.3,3.5,13.9,10.3,0.6,2.5,1.66,0.253,0.1,0.0,0.2,0.429,0.0,0.333
419,joe ingles,MIL,35,0.138,0.047,0.11,42.8,0.036,0.089,40.0,0.009,0.01,85.7,0.006,0.052,0.059,0.064,0.023,0.013,0.002,0.035,0.33,1,0,0.037,0.4,0.7,58.6,0.1,0.2,50.0,0.0,0.0,50.0,0.0,0.0,50.0,0.6,1.7,38.6,1.1,2.8,40.5,6.9,33.1,20.2,1.6,2.99,1.77,0.207,0.1,0.0,0.2,0.667,0.0,0.444
420,richaun holmes,SAC,29,0.172,0.072,0.11,65.8,0.006,0.009,66.7,0.022,0.027,78.9,0.038,0.069,0.107,0.009,0.02,0.004,0.016,0.069,0.354,1,0,-0.079,0.9,1.2,73.3,0.2,0.4,64.3,0.1,0.3,40.0,0.0,0.0,0.0,0.0,0.1,50.0,0.1,0.1,75.0,3.1,9.7,5.9,0.3,1.61,0.47,0.313,1.3,0.1,2.1,0.72,1.2,0.783
421,steven adams,MEM,29,0.151,0.066,0.11,59.7,0.0,0.0,0.0,0.02,0.054,36.4,0.089,0.113,0.202,0.04,0.033,0.015,0.019,0.041,0.524,15,0,0.101,3.2,5.1,63.4,0.5,1.0,45.5,0.0,0.1,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6,43.2,22.9,1.3,1.82,0.46,0.199,4.4,1.1,8.5,0.324,0.733,0.704
422,danuel house jr,PHI,29,0.15,0.052,0.109,47.9,0.023,0.065,35.1,0.022,0.032,70.2,0.006,0.05,0.056,0.025,0.015,0.009,0.006,0.041,0.283,0,0,-0.009,0.7,1.0,72.9,0.1,0.2,55.6,0.0,0.0,100,0.1,0.1,75.0,0.4,1.2,33.9,0.3,0.8,32.5,4.4,15.7,8.4,0.5,2.09,1.21,0.279,0.1,0.0,0.4,1.167,0.0,1.136
423,haywood highsmith,MIA,26,0.12,0.047,0.109,42.9,0.02,0.057,35.0,0.007,0.014,46.2,0.028,0.066,0.094,0.019,0.02,0.019,0.008,0.041,0.323,2,0,-0.057,0.7,1.1,64.9,0.1,0.4,27.8,0.1,0.3,33.3,0.0,0.1,33.3,0.5,1.3,36.5,0.3,0.9,34.1,4.3,19.6,11.3,0.6,1.7,0.91,0.218,0.6,0.0,1.9,0.241,0.0,0.516
424,larry nance jr,NOP,30,0.155,0.065,0.108,60.4,0.005,0.016,33.3,0.019,0.028,69.3,0.038,0.087,0.125,0.041,0.014,0.02,0.013,0.046,0.451,3,0,0.081,2.1,3.0,71.6,0.4,0.7,55.0,0.1,0.3,35.3,0.1,0.2,44.4,0.2,0.5,35.5,0.0,0.2,23.1,6.9,29.8,18.7,0.9,1.81,0.73,0.231,2.9,0.5,4.4,0.466,0.333,0.933
425,jake laravia,MEM,21,0.119,0.042,0.108,38.9,0.027,0.081,33.8,0.008,0.01,77.8,0.022,0.05,0.072,0.024,0.02,0.014,0.005,0.056,0.275,0,0,-0.089,0.3,0.5,50.0,0.1,0.2,60.0,0.0,0.0,100,0.0,0.0,0.0,0.3,0.8,38.5,0.4,1.3,31.8,3.1,14.5,8.2,0.4,1.73,0.87,0.213,0.2,0.1,0.6,0.833,1.0,0.368
426,orlando robinson,MIA,22,0.141,0.058,0.108,53.5,0.0,0.006,0.0,0.026,0.036,72.4,0.055,0.093,0.148,0.026,0.019,0.015,0.015,0.065,0.429,0,0,0.001,1.3,1.9,66.1,0.3,0.7,42.9,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,3.9,17.7,9.7,0.4,1.4,0.36,0.22,1.6,0.3,4.0,0.467,0.222,0.707
427,javonte green,CHI,29,0.166,0.062,0.107,57.5,0.013,0.034,38.2,0.029,0.043,67.4,0.027,0.059,0.086,0.023,0.02,0.023,0.021,0.053,0.417,0,0,0.056,1.4,1.9,73.3,0.1,0.4,36.4,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.6,27.8,0.3,0.5,50.0,5.3,22.0,11.0,0.5,1.24,0.43,0.24,0.5,0.0,1.7,1.0,0.0,1.245
428,chuma okeke,ORL,24,0.119,0.039,0.107,36.5,0.023,0.075,31.3,0.018,0.023,76.2,0.025,0.066,0.09,0.029,0.012,0.013,0.01,0.039,0.329,0,0,-0.088,0.6,0.9,61.9,0.0,0.0,0.0,0.0,0.2,20.0,0.0,0.0,0.0,0.3,1.0,34.8,0.5,1.9,28.9,4.5,21.6,10.7,0.7,2.03,1.24,0.209,0.1,0.0,0.7,0.667,1.0,0.438
429,matthew dellavedova,SAC,32,0.1,0.036,0.107,34.0,0.019,0.058,33.3,0.009,0.015,57.1,0.002,0.026,0.028,0.087,0.021,0.015,0.0,0.043,0.288,0,0,-0.109,0.1,0.2,42.9,0.1,0.3,37.5,0.0,0.3,16.7,0.0,0.0,100,0.1,0.4,27.3,0.2,0.6,35.3,1.5,15.2,5.2,1.1,4.51,4.41,0.097,0.1,0.0,0.1,0.0,0.0,0.5
430,nicolas batum,LAC,34,0.135,0.045,0.107,42.5,0.035,0.088,39.6,0.009,0.013,69.6,0.017,0.066,0.084,0.034,0.015,0.015,0.012,0.042,0.351,0,0,0.043,0.4,0.7,64.0,0.0,0.0,100,0.0,0.1,20.0,0.0,0.1,20.0,0.8,2.0,40.8,0.8,2.0,38.2,6.2,28.8,16.0,0.6,1.27,0.41,0.215,0.5,0.0,0.8,0.343,2.0,0.806
431,isaac okoro,CLE,22,0.146,0.052,0.105,49.4,0.018,0.051,36.3,0.023,0.031,75.7,0.015,0.04,0.056,0.026,0.013,0.017,0.009,0.047,0.316,0,0,0.038,1.3,2.0,66.4,0.1,0.4,37.0,0.0,0.0,66.7,0.0,0.0,0.0,0.8,2.1,37.2,0.1,0.2,26.7,6.4,19.8,12.8,0.6,1.9,1.0,0.325,0.4,0.0,1.1,0.5,2.0,0.884
432,raul neto,CLE,30,0.148,0.054,0.103,52.6,0.013,0.041,31.6,0.026,0.029,88.9,0.009,0.038,0.047,0.071,0.017,0.017,0.003,0.045,0.355,0,0,0.022,0.6,0.8,72.2,0.1,0.3,45.5,0.1,0.1,100,0.1,0.1,50.0,0.2,0.3,50.0,0.1,0.5,20.8,3.0,19.1,7.8,1.6,4.98,4.53,0.155,0.1,0.0,0.2,0.667,0.0,1.0
433,frank ntilikina,DAL,24,0.105,0.037,0.103,36.0,0.014,0.054,25.0,0.017,0.024,70.4,0.005,0.046,0.052,0.047,0.023,0.011,0.005,0.053,0.261,0,0,0.052,0.3,0.6,48.0,0.0,0.2,12.5,0.1,0.2,44.4,0.1,0.2,83.3,0.2,0.8,23.5,0.3,0.7,35.5,2.6,16.0,7.4,0.8,3.04,2.49,0.161,0.1,0.0,0.2,0.667,0.0,0.5
434,kevon harris,ORL,25,0.126,0.042,0.103,41.0,0.014,0.037,36.7,0.027,0.034,81.5,0.031,0.042,0.073,0.016,0.02,0.02,0.005,0.055,0.293,0,0,0.017,0.7,1.5,47.8,0.0,0.1,25.0,0.0,0.0,0.0,0.0,0.1,0.0,0.2,0.4,50.0,0.2,0.6,27.8,3.3,10.6,6.5,0.5,2.71,2.15,0.306,0.2,0.0,1.0,0.571,0.0,0.938
435,josh hart,NYK,28,0.148,0.055,0.102,53.6,0.012,0.032,38.0,0.026,0.034,74.9,0.028,0.088,0.116,0.057,0.023,0.017,0.004,0.039,0.413,9,0,0.063,2.4,3.5,69.2,0.3,0.5,50.0,0.1,0.4,24.1,0.1,0.2,26.7,0.4,1.2,34.5,0.4,1.0,41.9,10.0,43.5,22.1,2.0,2.7,2.09,0.229,0.7,0.0,1.8,0.3,0.667,0.621
436,caleb houstan,ORL,20,0.106,0.037,0.102,36.1,0.025,0.076,33.0,0.007,0.009,84.6,0.02,0.042,0.063,0.017,0.011,0.005,0.004,0.04,0.224,0,0,-0.029,0.3,0.7,46.7,0.0,0.0,100,0.0,0.0,0.0,0.0,0.1,40.0,0.5,1.1,43.4,0.3,1.3,25.0,3.4,12.7,7.4,0.3,1.35,0.39,0.269,0.1,0.0,0.7,0.0,0.0,0.71
437,ben simmons,BKN,26,0.127,0.058,0.102,56.6,0.0,0.001,0.0,0.011,0.025,43.9,0.017,0.097,0.114,0.111,0.042,0.023,0.01,0.06,0.49,4,1,0.017,2.1,3.2,66.2,0.8,1.8,44.6,0.2,0.5,45.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,61.4,21.5,3.5,3.42,2.35,0.113,2.3,1.1,4.0,0.344,0.444,0.846
438,kai jones,CHA,22,0.137,0.058,0.101,57.5,0.003,0.013,21.4,0.017,0.024,72.0,0.034,0.077,0.112,0.011,0.027,0.013,0.025,0.057,0.376,1,0,-0.024,1.1,1.5,74.2,0.2,0.4,40.0,0.1,0.2,50.0,0.0,0.1,0.0,0.0,0.2,16.7,0.1,0.2,25.0,3.2,12.4,6.5,0.4,1.78,0.75,0.256,0.1,0.1,1.8,1.0,1.333,0.84
439,robert williams iii,BOS,25,0.166,0.075,0.101,74.5,0.0,0.001,0.0,0.015,0.024,63.2,0.062,0.11,0.173,0.029,0.019,0.012,0.028,0.04,0.516,6,0,0.095,3.4,4.1,83.0,0.2,0.6,30.0,0.0,0.1,50.0,0.0,0.1,33.3,0.0,0.0,0.0,0.0,0.0,0.0,8.0,30.5,18.0,0.7,1.28,0.21,0.262,1.1,0.3,7.1,0.314,0.455,0.983
440,john konchar,MEM,27,0.114,0.042,0.1,42.3,0.02,0.057,34.7,0.009,0.012,80.0,0.018,0.076,0.095,0.03,0.012,0.023,0.007,0.035,0.351,2,0,0.072,0.9,1.4,62.9,0.0,0.3,11.8,0.0,0.1,37.5,0.0,0.0,0.0,0.6,1.7,35.1,0.3,0.9,33.9,5.1,29.7,14.4,0.9,1.77,0.83,0.17,0.3,0.0,1.0,0.391,0.0,0.868
441,cole swider,LAL,23,0.1,0.033,0.1,33.3,0.033,0.089,37.5,0.0,0.0,0.0,0.011,0.067,0.078,0.044,0.0,0.0,0.0,0.033,0.26,0,0,0.033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.3,0.3,100,0.2,1.0,16.7,1.5,9.2,5.0,0.2,1.57,0.62,0.164,0.0,0.0,0.3,0.0,0.0,0.0
442,xavier sneed,CHA,25,0.26,0.08,0.1,80.0,0.06,0.08,75.0,0.04,0.04,100.0,0.0,0.06,0.06,0.06,0.06,0.0,0.0,0.04,0.362,0,0,-0.04,0.5,0.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,100,1.0,1.5,66.7,4.0,16.0,11.0,0.5,1.69,1.19,0.25,0.0,0.0,1.0,0.0,0.0,2.0
443,jordan mclaughlin,MIN,26,0.106,0.041,0.1,41.5,0.015,0.053,28.9,0.008,0.01,78.6,0.011,0.03,0.041,0.094,0.023,0.022,0.002,0.018,0.345,0,0,0.051,0.6,1.0,59.0,0.2,0.4,55.6,0.1,0.2,33.3,0.1,0.1,66.7,0.3,0.9,32.4,0.2,0.8,30.3,3.7,36.1,12.6,2.4,4.08,3.67,0.103,0.2,0.0,0.5,0.5,0.0,0.667
444,matisse thybulle,POR,26,0.115,0.043,0.1,43.5,0.021,0.058,36.5,0.007,0.011,67.9,0.016,0.039,0.055,0.021,0.009,0.033,0.013,0.044,0.339,0,0,-0.006,0.7,1.2,59.8,0.1,0.3,30.0,0.0,0.0,33.3,0.0,0.0,0.0,0.5,1.3,37.2,0.3,0.9,36.1,4.2,15.7,8.9,0.4,1.42,0.73,0.265,0.1,0.0,1.1,0.1,0.0,0.705
445,trent forrest,ATL,24,0.097,0.047,0.099,47.1,0.0,0.004,0.0,0.004,0.006,66.7,0.01,0.05,0.06,0.06,0.021,0.012,0.004,0.031,0.284,0,0,-0.103,0.4,0.9,41.2,0.7,1.4,52.0,0.2,0.4,57.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,2.5,20.7,7.6,1.6,4.61,4.1,0.121,0.2,0.0,0.4,1.0,0.0,1.0
446,otto porter jr,TOR,29,0.145,0.049,0.099,50.0,0.02,0.056,35.3,0.026,0.026,100.0,0.02,0.043,0.063,0.026,0.013,0.036,0.0,0.023,0.355,0,0,-0.069,0.8,0.8,100.0,0.1,0.1,100,0.0,0.1,0.0,0.3,0.4,66.7,0.3,1.0,25.0,0.5,1.4,36.4,5.5,26.1,14.8,0.7,1.52,0.63,0.211,0.4,0.4,1.9,0.0,1.333,1.067
447,reggie bullock,DAL,32,0.118,0.04,0.099,40.9,0.032,0.083,37.9,0.006,0.008,70.3,0.007,0.053,0.06,0.022,0.008,0.012,0.003,0.035,0.257,1,0,-0.014,0.4,0.6,68.1,0.0,0.1,28.6,0.1,0.1,57.1,0.0,0.1,22.2,1.3,3.1,42.7,0.6,2.1,31.2,7.3,34.4,20.5,0.8,1.36,0.35,0.211,0.2,0.0,0.4,0.714,0.0,1.156
448,alex len,SAC,29,0.13,0.053,0.098,54.2,0.0,0.008,0.0,0.024,0.041,60.0,0.041,0.106,0.146,0.033,0.049,0.012,0.024,0.081,0.415,0,0,0.077,0.5,0.8,68.8,0.0,0.1,0.0,0.1,0.1,100,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.0,1.2,6.9,3.6,0.2,1.43,0.37,0.179,1.1,0.0,1.1,0.435,0.0,0.826
449,anthony gill,WAS,30,0.15,0.054,0.097,55.9,0.003,0.02,13.0,0.039,0.049,78.6,0.029,0.047,0.076,0.025,0.011,0.005,0.011,0.054,0.315,0,0,-0.004,0.9,1.1,79.0,0.1,0.4,36.8,0.1,0.2,42.9,0.0,0.0,0.0,0.1,0.3,18.8,0.0,0.1,0.0,3.1,10.1,6.7,0.3,1.74,0.7,0.309,0.4,0.0,1.3,0.545,2.0,1.257
450,dean wade,CLE,26,0.114,0.04,0.097,41.0,0.024,0.07,34.8,0.009,0.014,65.2,0.01,0.073,0.083,0.02,0.009,0.015,0.012,0.05,0.315,0,0,0.059,0.6,0.9,67.6,0.0,0.0,0.0,0.1,0.2,28.6,0.0,0.1,0.0,0.5,1.4,38.2,0.5,1.4,31.6,4.6,22.1,12.7,0.6,1.68,0.51,0.206,0.3,0.0,0.6,0.333,0.0,0.913
451,drew eubanks,POR,26,0.153,0.063,0.097,64.8,0.001,0.004,33.3,0.025,0.038,66.4,0.04,0.086,0.126,0.031,0.021,0.013,0.029,0.051,0.455,3,0,-0.038,1.9,2.5,75.7,0.4,0.9,51.5,0.2,0.4,48.4,0.1,0.1,44.4,0.0,0.1,42.9,0.0,0.1,33.3,6.3,27.7,15.3,0.8,1.65,0.52,0.229,2.6,0.3,4.1,0.658,0.64,0.869
452,luke kornet,BOS,27,0.156,0.067,0.097,69.3,0.002,0.007,27.3,0.019,0.024,81.1,0.052,0.064,0.116,0.029,0.015,0.006,0.029,0.048,0.427,0,0,0.048,1.5,2.0,74.6,0.1,0.2,58.3,0.0,0.1,50.0,0.0,0.0,0.0,0.0,0.1,33.3,0.0,0.1,25.0,3.8,12.5,7.6,0.3,1.26,0.29,0.302,0.6,0.1,3.0,0.553,0.5,1.056
453,khem birch,SAS,30,0.131,0.058,0.097,59.4,0.003,0.006,50.0,0.012,0.015,80.0,0.024,0.052,0.076,0.021,0.024,0.015,0.015,0.073,0.321,0,0,0.018,0.7,0.8,81.3,0.2,0.5,40.0,0.1,0.2,33.3,0.0,0.1,0.0,0.1,0.1,50.0,0.0,0.0,0.0,2.2,10.4,6.1,0.2,1.38,0.56,0.208,0.8,0.3,1.6,0.875,0.4,0.742
454,austin rivers,MIN,30,0.118,0.042,0.097,43.5,0.02,0.057,35.0,0.014,0.018,76.9,0.002,0.036,0.039,0.035,0.011,0.013,0.002,0.037,0.251,0,0,-0.066,0.7,1.2,60.3,0.2,0.4,47.4,0.0,0.1,25.0,0.0,0.0,0.0,0.8,1.9,39.8,0.1,0.5,16.7,4.9,22.8,13.3,1.1,3.0,2.37,0.215,0.1,0.0,0.1,1.0,0.0,0.571
455,jae crowder,MIL,32,0.134,0.045,0.096,46.9,0.026,0.067,38.2,0.018,0.022,81.8,0.024,0.075,0.098,0.035,0.01,0.01,0.008,0.037,0.348,0,0,0.029,0.2,0.3,75.0,0.2,0.4,60.0,0.2,0.3,75.0,0.0,0.0,0.0,0.5,1.2,40.0,0.6,1.6,38.1,5.2,25.5,12.3,0.6,1.36,0.38,0.205,0.2,0.1,0.8,0.0,0.0,0.909
456,max christie,LAL,20,0.116,0.04,0.096,41.5,0.024,0.056,41.9,0.013,0.015,87.5,0.006,0.062,0.068,0.019,0.012,0.008,0.006,0.03,0.258,0,0,-0.068,0.2,0.6,40.0,0.1,0.2,50.0,0.1,0.2,37.5,0.1,0.2,57.1,0.3,0.9,35.3,0.4,0.8,45.2,3.4,13.0,7.2,0.4,1.94,1.21,0.26,0.1,0.0,0.4,0.4,0.0,0.267
457,isaiah hartenstein,NYK,24,0.119,0.051,0.096,53.4,0.002,0.011,21.6,0.015,0.022,67.6,0.063,0.097,0.16,0.028,0.02,0.016,0.019,0.062,0.439,2,0,0.062,1.5,2.5,61.3,0.3,0.6,59.1,0.2,0.5,38.9,0.0,0.0,0.0,0.1,0.4,27.6,0.0,0.1,0.0,4.9,29.3,14.0,0.7,1.38,0.26,0.167,1.8,0.2,5.0,0.364,0.733,0.685
458,jared rhoden,DET,23,0.118,0.041,0.095,42.9,0.009,0.045,20.0,0.027,0.027,100.0,0.036,0.059,0.095,0.014,0.009,0.009,0.0,0.055,0.271,0,0,0.068,0.6,0.7,85.7,0.0,0.3,0.0,0.1,0.1,100,0.0,0.0,0.0,0.1,0.7,20.0,0.1,0.6,20.0,2.4,11.1,6.4,0.3,1.85,0.97,0.22,0.0,0.0,1.1,0.0,0.0,0.6
459,patrick beverley,CHI,34,0.109,0.038,0.095,39.7,0.021,0.063,33.2,0.013,0.018,72.3,0.012,0.054,0.066,0.051,0.016,0.015,0.011,0.05,0.326,2,0,-0.014,0.6,1.0,56.3,0.3,0.7,42.9,0.1,0.1,57.1,0.0,0.0,50.0,0.6,1.6,37.3,0.6,1.9,31.5,6.2,39.1,17.1,2.3,3.61,2.88,0.159,0.4,0.0,0.8,0.583,0.0,0.353
460,draymond green,GSW,33,0.124,0.05,0.095,52.9,0.008,0.026,30.9,0.016,0.022,70.9,0.013,0.094,0.106,0.102,0.04,0.014,0.012,0.046,0.442,11,0,0.061,2.2,3.1,69.0,0.6,1.1,48.7,0.1,0.3,44.4,0.0,0.1,28.6,0.3,0.8,34.0,0.3,1.0,29.2,8.5,73.2,40.0,2.3,1.85,0.89,0.116,2.8,1.3,3.0,0.44,0.093,0.693
461,dominick barlow,SAS,19,0.117,0.05,0.095,52.4,0.0,0.006,0.0,0.018,0.026,70.6,0.05,0.057,0.107,0.026,0.02,0.011,0.023,0.069,0.363,1,0,-0.195,1.0,1.7,61.0,0.1,0.2,60.0,0.1,0.4,22.2,0.1,0.2,75.0,0.0,0.1,0.0,0.0,0.0,0.0,2.9,12.4,7.9,0.3,1.56,0.63,0.231,1.4,0.1,2.5,0.313,1.0,0.569
